# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,
#,,,,,
#,,,,,
# User preference: *,,,,,
#,,,,,
# COLUMN pl_name:        Planet Name,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,
# COLUMN disc_year:      Discovery Year,,,,,
# COLUMN releasedate:    Release Date,,,,,
#,,,,,
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,releasedate
TOI-908 b,1,1,Transit,2023,25/03/2024
TOI-908 b,1,1,Transit,2023,10/07/2023
TOI-913 b,1,1,Transit,2023,26/05/2023
TOI-913 b,1,1,Transit,2023,20/11/2024
TOI-942 b,1,2,Transit,2020,08/08/2022
TOI-942 b,1,2,Transit,2020,17/12/2020
TOI-942 b,1,2,Transit,2020,17/04/2023
TOI-942 b,1,2,Transit,2020,17/12/2020
TOI-942 c,1,2,Transit,2020,17/04/2023
TOI-942 c,1,2,Transit,2020,17/12/2020
TOI-942 c,1,2,Transit,2020,17/12/2020
TOI-954 b,1,1,Transit,2020,08/05/2024
TOI-954 b,1,1,Transit,2020,03/05/2022
TOI-954 b,1,1,Transit,2020,19/11/2020
TOI-969 b,1,2,Transit,2022,29/11/2022
TOI-969 b,1,2,Transit,2022,31/10/2022
TOI-969 c,1,2,Radial Velocity,2022,31/10/2022
TRAPPIST-1 b,1,7,Transit,2016,17/07/2025
TRAPPIST-1 b,1,7,Transit,2016,14/11/2022
TRAPPIST-1 b,1,7,Transit,2016,17/12/2020
TRAPPIST-1 b,1,7,Transit,2016,22/02/2017
TRAPPIST-1 b,1,7,Transit,2016,14/12/2023
TRAPPIST-1 b,1,7,Transit,2016,17/04/2023
TRAPPIST-1 b,1,7,Transit,2016,14/11/2022
TRAPPIST-1 b,1,7,Transit,2016,15/09/2016
TRAPPIST-1 b,1,7,Transit,2016,05/05/2016
TRAPPIST-1 c,1,7,Transit,2016,14/11/2022
TRAPPIST-1 c,1,7,Transit,2016,05/05/2016
TRAPPIST-1 c,1,7,Transit,2016,15/09/2016
TRAPPIST-1 c,1,7,Transit,2016,22/02/2017
TRAPPIST-1 c,1,7,Transit,2016,14/11/2022
TRAPPIST-1 c,1,7,Transit,2016,17/07/2025
TRAPPIST-1 c,1,7,Transit,2016,17/12/2020
TRAPPIST-1 d,1,7,Transit,2016,14/11/2022
TRAPPIST-1 d,1,7,Transit,2016,22/02/2017
TRAPPIST-1 d,1,7,Transit,2016,14/11/2022
TRAPPIST-1 d,1,7,Transit,2016,17/12/2020
TRAPPIST-1 e,1,7,Transit,2017,14/11/2022
TRAPPIST-1 e,1,7,Transit,2017,17/12/2020
TRAPPIST-1 e,1,7,Transit,2017,14/11/2022
TRAPPIST-1 e,1,7,Transit,2017,17/04/2023
TRAPPIST-1 e,1,7,Transit,2017,22/02/2017
TRAPPIST-1 f,1,7,Transit,2017,14/11/2022
TRAPPIST-1 f,1,7,Transit,2017,17/04/2023
TRAPPIST-1 f,1,7,Transit,2017,14/11/2022
TRAPPIST-1 f,1,7,Transit,2017,22/02/2017
TRAPPIST-1 f,1,7,Transit,2017,17/12/2020
TRAPPIST-1 g,1,7,Transit,2017,14/11/2022
TRAPPIST-1 g,1,7,Transit,2017,17/12/2020
TRAPPIST-1 g,1,7,Transit,2017,14/11/2022
TRAPPIST-1 g,1,7,Transit,2017,22/02/2017
TRAPPIST-1 h,1,7,Transit,2017,15/06/2017
TRAPPIST-1 h,1,7,Transit,2017,22/02/2017
TRAPPIST-1 h,1,7,Transit,2017,14/11/2022
TRAPPIST-1 h,1,7,Transit,2017,17/12/2020
TRAPPIST-1 h,1,7,Transit,2017,14/11/2022
TYC 0434-04538-1 b,1,1,Radial Velocity,2021,11/02/2021
TYC 1422-614-1 b,1,2,Radial Velocity,2014,29/10/2014
TYC 1422-614-1 c,1,2,Radial Velocity,2014,29/10/2014
TYC 2187-512-1 b,1,1,Radial Velocity,2022,03/05/2022
TYC 3318-01333-1 b,1,1,Radial Velocity,2018,25/01/2018
TYC 3667-1280-1 b,1,1,Radial Velocity,2016,31/03/2016
TYC 4282-00605-1 b,1,1,Radial Velocity,2017,29/06/2017
TYC 8998-760-1 b,1,2,Imaging,2020,02/04/2020
TYC 8998-760-1 b,1,2,Imaging,2020,17/12/2022
TYC 8998-760-1 c,1,2,Imaging,2020,23/07/2020
TYC 8998-760-1 c,1,2,Imaging,2020,17/12/2022
Teegarden's Star b,1,3,Radial Velocity,2019,27/06/2019
Teegarden's Star b,1,3,Radial Velocity,2019,05/03/2024
Teegarden's Star c,1,3,Radial Velocity,2019,27/06/2019
Teegarden's Star c,1,3,Radial Velocity,2019,05/03/2024
Teegarden's Star d,1,3,Radial Velocity,2024,05/03/2024
TrES-1 b,2,1,Transit,2004,24/01/2022
TrES-1 b,2,1,Transit,2004,26/04/2018
TrES-1 b,2,1,Transit,2004,18/10/2022
TrES-1 b,2,1,Transit,2004,14/01/2016
TrES-1 b,2,1,Transit,2004,21/03/2019
TrES-1 b,2,1,Transit,2004,24/04/2015
TrES-1 b,2,1,Transit,2004,04/03/2024
TrES-1 b,2,1,Transit,2004,08/09/2016
TrES-1 b,2,1,Transit,2004,28/03/2023
TrES-1 b,2,1,Transit,2004,18/08/2016
TrES-1 b,2,1,Transit,2004,15/10/2014
TrES-1 b,2,1,Transit,2004,05/12/2019
TrES-1 b,2,1,Transit,2004,15/10/2014
TrES-1 b,2,1,Transit,2004,15/10/2014
TrES-2 b,2,1,Transit,2006,28/10/2013
TrES-2 b,2,1,Transit,2006,18/08/2016
TrES-2 b,2,1,Transit,2006,04/03/2024
TrES-2 b,2,1,Transit,2006,04/08/2016
TrES-2 b,2,1,Transit,2006,28/07/2016
TrES-2 b,2,1,Transit,2006,26/02/2015
TrES-2 b,2,1,Transit,2006,14/01/2016
TrES-2 b,2,1,Transit,2006,18/08/2016
TrES-2 b,2,1,Transit,2006,18/10/2022
TrES-2 b,2,1,Transit,2006,14/01/2016
TrES-2 b,2,1,Transit,2006,24/01/2022
TrES-2 b,2,1,Transit,2006,07/11/2019
TrES-2 b,2,1,Transit,2006,10/05/2016
TrES-2 b,2,1,Transit,2006,08/09/2016
TrES-2 b,2,1,Transit,2006,15/10/2015
TrES-2 b,2,1,Transit,2006,25/08/2015
TrES-2 b,2,1,Transit,2006,28/03/2023
TrES-2 b,2,1,Transit,2006,06/09/2018
TrES-2 b,2,1,Transit,2006,25/02/2016
TrES-2 b,2,1,Transit,2006,08/09/2016
TrES-2 b,2,1,Transit,2006,08/05/2017
TrES-2 b,2,1,Transit,2006,25/09/2018
TrES-2 b,2,1,Transit,2006,28/07/2016
TrES-2 b,2,1,Transit,2006,18/11/2014
TrES-2 b,2,1,Transit,2006,14/05/2014
TrES-2 b,2,1,Transit,2006,21/11/2014
TrES-2 b,2,1,Transit,2006,21/03/2019
TrES-2 b,2,1,Transit,2006,28/07/2016
TrES-2 b,2,1,Transit,2006,05/12/2019
TrES-2 b,2,1,Transit,2006,15/10/2015
TrES-2 b,2,1,Transit,2006,26/04/2018
TrES-2 b,2,1,Transit,2006,05/12/2024
TrES-2 b,2,1,Transit,2006,28/07/2016
TrES-2 b,2,1,Transit,2006,23/05/2022
TrES-3 b,1,1,Transit,2007,24/01/2022
TrES-3 b,1,1,Transit,2007,20/12/2022
TrES-3 b,1,1,Transit,2007,31/10/2022
TrES-3 b,1,1,Transit,2007,14/01/2016
TrES-3 b,1,1,Transit,2007,28/03/2023
TrES-3 b,1,1,Transit,2007,25/02/2016
TrES-3 b,1,1,Transit,2007,03/05/2022
TrES-3 b,1,1,Transit,2007,03/09/2015
TrES-3 b,1,1,Transit,2007,15/10/2015
TrES-3 b,1,1,Transit,2007,18/10/2022
TrES-3 b,1,1,Transit,2007,11/02/2016
TrES-3 b,1,1,Transit,2007,26/02/2015
TrES-3 b,1,1,Transit,2007,04/03/2024
TrES-3 b,1,1,Transit,2007,21/03/2019
TrES-3 b,1,1,Transit,2007,14/01/2016
TrES-3 b,1,1,Transit,2007,31/10/2022
TrES-4 b,2,1,Transit,2007,14/05/2014
TrES-4 b,2,1,Transit,2007,03/06/2025
TrES-4 b,2,1,Transit,2007,28/03/2023
TrES-4 b,2,1,Transit,2007,26/04/2018
TrES-4 b,2,1,Transit,2007,25/02/2016
TrES-4 b,2,1,Transit,2007,05/12/2019
TrES-4 b,2,1,Transit,2007,04/03/2024
TrES-4 b,2,1,Transit,2007,18/10/2022
TrES-4 b,2,1,Transit,2007,15/10/2015
TrES-4 b,2,1,Transit,2007,05/05/2016
TrES-4 b,2,1,Transit,2007,14/01/2016
TrES-4 b,2,1,Transit,2007,31/03/2016
TrES-4 b,2,1,Transit,2007,14/01/2016
TrES-4 b,2,1,Transit,2007,31/10/2022
TrES-4 b,2,1,Transit,2007,21/03/2019
TrES-4 b,2,1,Transit,2007,24/01/2022
TrES-5 b,1,1,Transit,2011,18/10/2022
TrES-5 b,1,1,Transit,2011,30/08/2024
TrES-5 b,1,1,Transit,2011,28/04/2016
TrES-5 b,1,1,Transit,2011,24/01/2022
TrES-5 b,1,1,Transit,2011,21/03/2019
TrES-5 b,1,1,Transit,2011,14/05/2014
TrES-5 b,1,1,Transit,2011,16/04/2015
TrES-5 b,1,1,Transit,2011,04/03/2024
UCAC3 113-933 b,1,1,Imaging,2024,28/05/2024
UCAC4 328-061594 b,1,1,Imaging,2024,28/05/2024
UKIRT-2017-BLG-001L b,1,1,Microlensing,2018,26/03/2018
USco CTIO 108 b,1,1,Imaging,2008,14/05/2015
USco1556 b,1,1,Imaging,2019,16/01/2020
USco1621 b,1,1,Imaging,2019,16/01/2020
UZ For b,2,2,Eclipse Timing Variations,2011,14/05/2014
UZ For c,2,2,Eclipse Timing Variations,2011,14/05/2014
V0391 Peg b,1,1,Pulsation Timing Variations,2007,14/05/2015
V1298 Tau b,3,4,Transit,2019,27/06/2019
V1298 Tau b,3,4,Transit,2019,24/10/2019
V1298 Tau b,3,4,Transit,2019,03/05/2023
V1298 Tau b,3,4,Transit,2019,10/04/2023
V1298 Tau b,3,4,Transit,2019,15/03/2023
V1298 Tau c,3,4,Transit,2019,24/10/2019
V1298 Tau c,3,4,Transit,2019,07/08/2023
V1298 Tau c,3,4,Transit,2019,15/03/2023
V1298 Tau c,3,4,Transit,2019,10/04/2023
V1298 Tau d,3,4,Transit,2019,10/04/2023
V1298 Tau d,3,4,Transit,2019,24/10/2019
V1298 Tau d,3,4,Transit,2019,15/03/2023
V1298 Tau e,3,4,Transit,2019,15/03/2023
V1298 Tau e,3,4,Transit,2019,10/04/2023
V1298 Tau e,3,4,Transit,2019,25/03/2024
V1298 Tau e,3,4,Transit,2019,24/10/2019
V830 Tau b,1,1,Radial Velocity,2016,01/12/2016
V830 Tau b,1,1,Radial Velocity,2016,23/06/2016
VHS J125601.92-125723.9 b,2,1,Imaging,2015,04/08/2016
VHS J125601.92-125723.9 b,2,1,Imaging,2015,25/09/2025
VHS J125601.92-125723.9 b,2,1,Imaging,2015,04/08/2016
VHS J125601.92-125723.9 b,2,1,Imaging,2015,14/05/2015
VHS J125601.92-125723.9 b,2,1,Imaging,2015,17/04/2023
VHS J125601.92-125723.9 b,2,1,Imaging,2015,17/04/2023
WASP-1 b,2,1,Transit,2007,18/10/2022
WASP-1 b,2,1,Transit,2007,04/01/2023
WASP-1 b,2,1,Transit,2007,10/03/2016
WASP-1 b,2,1,Transit,2007,25/02/2016
WASP-1 b,2,1,Transit,2007,15/10/2015
WASP-1 b,2,1,Transit,2007,24/01/2022
WASP-1 b,2,1,Transit,2007,16/05/2014
WASP-1 b,2,1,Transit,2007,14/01/2016
WASP-1 b,2,1,Transit,2007,14/01/2016
WASP-1 b,2,1,Transit,2007,14/05/2014
WASP-1 b,2,1,Transit,2007,04/03/2024
WASP-1 b,2,1,Transit,2007,31/03/2016
WASP-1 b,2,1,Transit,2007,21/03/2019
WASP-10 b,1,1,Transit,2008,16/03/2023
WASP-10 b,1,1,Transit,2008,15/10/2015
WASP-10 b,1,1,Transit,2008,24/01/2022
WASP-10 b,1,1,Transit,2008,14/01/2016
WASP-10 b,1,1,Transit,2008,28/01/2016
WASP-10 b,1,1,Transit,2008,12/02/2015
WASP-10 b,1,1,Transit,2008,04/03/2024
WASP-10 b,1,1,Transit,2008,21/03/2019
WASP-10 b,1,1,Transit,2008,14/05/2014
WASP-10 b,1,1,Transit,2008,08/12/2016
WASP-10 b,1,1,Transit,2008,18/10/2022
WASP-100 b,2,1,Transit,2014,24/01/2022
WASP-100 b,2,1,Transit,2014,26/04/2018
WASP-100 b,2,1,Transit,2014,18/10/2022
WASP-100 b,2,1,Transit,2014,05/12/2019
WASP-100 b,2,1,Transit,2014,14/05/2014
WASP-100 b,2,1,Transit,2014,04/12/2023
WASP-100 b,2,1,Transit,2014,19/11/2020
WASP-100 b,2,1,Transit,2014,21/03/2019
WASP-100 b,2,1,Transit,2014,04/03/2024
WASP-101 b,1,1,Transit,2014,09/08/2022
WASP-101 b,1,1,Transit,2014,07/08/2023
WASP-101 b,1,1,Transit,2014,04/03/2024
WASP-101 b,1,1,Transit,2014,18/10/2022
WASP-101 b,1,1,Transit,2014,21/03/2019
WASP-101 b,1,1,Transit,2014,24/01/2022
WASP-101 b,1,1,Transit,2014,03/05/2022
WASP-101 b,1,1,Transit,2014,14/05/2014
WASP-101 b,1,1,Transit,2014,26/04/2018
WASP-102 b,1,1,Transit,2025,21/04/2025
WASP-102 b,1,1,Transit,2025,30/08/2024
WASP-103 b,1,1,Transit,2014,04/03/2024
WASP-103 b,1,1,Transit,2014,14/05/2014
WASP-103 b,1,1,Transit,2014,24/01/2022
WASP-103 b,1,1,Transit,2014,12/08/2016
WASP-103 b,1,1,Transit,2014,27/06/2019
WASP-103 b,1,1,Transit,2014,18/10/2022
WASP-103 b,1,1,Transit,2014,21/03/2019
WASP-104 b,2,1,Transit,2014,09/08/2022
WASP-104 b,2,1,Transit,2014,09/10/2023
WASP-104 b,2,1,Transit,2014,18/10/2022
WASP-104 b,2,1,Transit,2014,04/03/2024
WASP-104 b,2,1,Transit,2014,21/03/2019
WASP-104 b,2,1,Transit,2014,25/09/2014
WASP-104 b,2,1,Transit,2014,24/01/2022
WASP-105 b,1,1,Transit,2017,04/03/2024
WASP-105 b,1,1,Transit,2017,17/08/2017
WASP-105 b,1,1,Transit,2017,18/10/2022
WASP-105 b,1,1,Transit,2017,08/08/2022
WASP-105 b,1,1,Transit,2017,03/05/2022
WASP-106 b,1,1,Transit,2014,26/04/2018
WASP-106 b,1,1,Transit,2014,16/04/2025
WASP-106 b,1,1,Transit,2014,21/03/2019
WASP-106 b,1,1,Transit,2014,30/09/2024
WASP-106 b,1,1,Transit,2014,16/04/2025
WASP-106 b,1,1,Transit,2014,18/10/2022
WASP-106 b,1,1,Transit,2014,04/03/2024
WASP-106 b,1,1,Transit,2014,25/09/2014
WASP-106 b,1,1,Transit,2014,03/05/2022
WASP-107 b,1,2,Transit,2017,24/01/2022
WASP-107 b,1,2,Transit,2017,17/12/2020
WASP-107 b,1,2,Transit,2017,24/08/2017
WASP-107 b,1,2,Transit,2017,03/10/2022
WASP-107 b,1,2,Transit,2017,10/12/2024
WASP-107 b,1,2,Transit,2017,24/08/2017
WASP-107 b,1,2,Transit,2017,18/10/2022
WASP-107 b,1,2,Transit,2017,27/05/2025
WASP-107 b,1,2,Transit,2017,17/09/2025
WASP-107 b,1,2,Transit,2017,17/08/2017
WASP-107 b,1,2,Transit,2017,04/03/2024
WASP-107 b,1,2,Transit,2017,28/03/2023
WASP-107 c,1,2,Radial Velocity,2020,10/12/2024
WASP-107 c,1,2,Radial Velocity,2020,17/12/2020
WASP-107 c,1,2,Radial Velocity,2020,17/09/2025
WASP-11 b,3,1,Transit,2008,18/09/2015
WASP-11 b,3,1,Transit,2008,26/04/2018
WASP-11 b,3,1,Transit,2008,18/10/2022
WASP-11 b,3,1,Transit,2008,08/05/2024
WASP-11 b,3,1,Transit,2008,24/01/2022
WASP-11 b,3,1,Transit,2008,16/03/2023
WASP-11 b,3,1,Transit,2008,15/10/2015
WASP-11 b,3,1,Transit,2008,04/03/2024
WASP-11 b,3,1,Transit,2008,21/03/2019
WASP-11 b,3,1,Transit,2008,14/05/2014
WASP-11 b,3,1,Transit,2008,08/12/2016
WASP-110 b,1,1,Transit,2021,09/10/2025
WASP-110 b,1,1,Transit,2021,09/10/2023
WASP-110 b,1,1,Transit,2021,18/10/2022
WASP-110 b,1,1,Transit,2021,11/06/2021
WASP-113 b,1,1,Transit,2016,18/10/2022
WASP-113 b,1,1,Transit,2016,03/05/2022
WASP-113 b,1,1,Transit,2016,24/01/2022
WASP-113 b,1,1,Transit,2016,18/07/2016
WASP-113 b,1,1,Transit,2016,04/03/2024
WASP-113 b,1,1,Transit,2016,18/12/2022
WASP-114 b,2,1,Transit,2016,18/10/2022
WASP-114 b,2,1,Transit,2016,24/01/2022
WASP-114 b,2,1,Transit,2016,18/10/2022
WASP-114 b,2,1,Transit,2016,04/03/2024
WASP-114 b,2,1,Transit,2016,18/07/2016
WASP-116 b,1,1,Transit,2025,21/04/2025
WASP-116 b,1,1,Transit,2025,22/10/2024
WASP-117 b,1,1,Transit,2014,03/05/2022
WASP-117 b,1,1,Transit,2014,08/08/2022
WASP-117 b,1,1,Transit,2014,18/10/2022
WASP-117 b,1,1,Transit,2014,21/03/2019
WASP-117 b,1,1,Transit,2014,27/08/2014
WASP-117 b,1,1,Transit,2014,26/04/2018
WASP-117 b,1,1,Transit,2014,04/03/2024
WASP-117 b,1,1,Transit,2014,15/08/2019
WASP-118 b,1,1,Transit,2016,18/10/2022
WASP-118 b,1,1,Transit,2016,24/08/2017
WASP-118 b,1,1,Transit,2016,05/01/2024
WASP-118 b,1,1,Transit,2016,14/12/2017
WASP-118 b,1,1,Transit,2016,04/03/2024
WASP-118 b,1,1,Transit,2016,28/03/2019
WASP-118 b,1,1,Transit,2016,08/09/2016
WASP-119 b,1,1,Transit,2016,22/08/2023
WASP-119 b,1,1,Transit,2016,04/03/2024
WASP-119 b,1,1,Transit,2016,18/10/2022
WASP-119 b,1,1,Transit,2016,03/05/2022
WASP-119 b,1,1,Transit,2016,05/05/2016
WASP-119 b,1,1,Transit,2016,24/01/2022
WASP-119 b,1,1,Transit,2016,19/11/2020
WASP-12 b,3,1,Transit,2008,05/12/2019
WASP-12 b,3,1,Transit,2008,15/09/2016
WASP-12 b,3,1,Transit,2008,12/02/2025
WASP-12 b,3,1,Transit,2008,31/03/2016
WASP-12 b,3,1,Transit,2008,18/10/2022
WASP-12 b,3,1,Transit,2008,15/10/2015
WASP-12 b,3,1,Transit,2008,21/03/2019
WASP-12 b,3,1,Transit,2008,14/01/2016
WASP-12 b,3,1,Transit,2008,11/07/2019
WASP-12 b,3,1,Transit,2008,07/11/2019
WASP-12 b,3,1,Transit,2008,06/12/2018
WASP-12 b,3,1,Transit,2008,10/12/2024
WASP-12 b,3,1,Transit,2008,13/10/2016
WASP-12 b,3,1,Transit,2008,14/05/2014
WASP-12 b,3,1,Transit,2008,18/08/2016
WASP-12 b,3,1,Transit,2008,04/03/2024
WASP-12 b,3,1,Transit,2008,14/01/2016
WASP-12 b,3,1,Transit,2008,24/01/2022
WASP-120 b,1,1,Transit,2016,18/10/2022
WASP-120 b,1,1,Transit,2016,03/06/2016
WASP-120 b,1,1,Transit,2016,08/08/2022
WASP-120 b,1,1,Transit,2016,03/05/2022
WASP-120 b,1,1,Transit,2016,04/03/2024
WASP-121 b,1,1,Transit,2016,03/05/2022
WASP-121 b,1,1,Transit,2016,18/10/2022
WASP-121 b,1,1,Transit,2016,10/04/2023
WASP-121 b,1,1,Transit,2016,24/01/2022
WASP-121 b,1,1,Transit,2016,04/03/2024
WASP-121 b,1,1,Transit,2016,01/08/2022
WASP-121 b,1,1,Transit,2016,17/08/2017
WASP-121 b,1,1,Transit,2016,28/07/2016
WASP-121 b,1,1,Transit,2016,11/07/2019
WASP-121 b,1,1,Transit,2016,23/06/2016
WASP-123 b,2,1,Transit,2016,03/06/2016
WASP-123 b,2,1,Transit,2016,04/03/2024
WASP-123 b,2,1,Transit,2016,18/10/2022
WASP-123 b,2,1,Transit,2016,21/10/2023
WASP-124 b,1,1,Transit,2016,09/10/2025
WASP-124 b,1,1,Transit,2016,04/03/2024
WASP-124 b,1,1,Transit,2016,04/03/2024
WASP-124 b,1,1,Transit,2016,18/10/2022
WASP-124 b,1,1,Transit,2016,03/05/2022
WASP-124 b,1,1,Transit,2016,24/01/2022
WASP-124 b,1,1,Transit,2016,05/05/2016
WASP-124 b,1,1,Transit,2016,08/08/2022
WASP-126 b,1,2,Transit,2016,05/12/2019
WASP-126 b,1,2,Transit,2016,04/03/2024
WASP-126 b,1,2,Transit,2016,18/10/2022
WASP-126 b,1,2,Transit,2016,05/05/2016
WASP-126 b,1,2,Transit,2016,16/03/2022
WASP-126 b,1,2,Transit,2016,24/01/2022
WASP-126 b,1,2,Transit,2016,16/09/2024
WASP-126 c,1,2,Transit Timing Variations,2019,05/12/2019
WASP-127 b,2,1,Transit,2016,01/12/2016
WASP-127 b,2,1,Transit,2016,13/07/2017
WASP-127 b,2,1,Transit,2016,04/03/2024
WASP-127 b,2,1,Transit,2016,19/09/2023
WASP-127 b,2,1,Transit,2016,10/12/2024
WASP-127 b,2,1,Transit,2016,19/11/2020
WASP-127 b,2,1,Transit,2016,18/10/2022
WASP-127 b,2,1,Transit,2016,11/06/2025
WASP-129 b,2,1,Transit,2016,30/09/2024
WASP-129 b,2,1,Transit,2016,04/03/2024
WASP-129 b,2,1,Transit,2016,05/05/2016
WASP-129 b,2,1,Transit,2016,18/10/2022
WASP-13 b,1,1,Transit,2009,26/04/2018
WASP-13 b,1,1,Transit,2009,14/05/2014
WASP-13 b,1,1,Transit,2009,08/08/2022
WASP-13 b,1,1,Transit,2009,18/10/2022
WASP-13 b,1,1,Transit,2009,21/03/2019
WASP-13 b,1,1,Transit,2009,03/05/2022
WASP-13 b,1,1,Transit,2009,04/03/2024
WASP-13 b,1,1,Transit,2009,14/01/2016
WASP-13 b,1,1,Transit,2009,28/01/2021
WASP-130 b,1,1,Transit,2016,18/10/2022
WASP-130 b,1,1,Transit,2016,10/07/2023
WASP-130 b,1,1,Transit,2016,04/03/2024
WASP-130 b,1,1,Transit,2016,03/05/2022
WASP-130 b,1,1,Transit,2016,01/12/2016
WASP-131 b,1,1,Transit,2016,27/06/2023
WASP-131 b,1,1,Transit,2016,03/05/2022
WASP-131 b,1,1,Transit,2016,04/03/2024
WASP-131 b,1,1,Transit,2016,01/12/2016
WASP-131 b,1,1,Transit,2016,16/04/2025
WASP-131 b,1,1,Transit,2016,18/10/2022
WASP-132 b,1,3,Transit,2016,18/10/2022
WASP-132 b,1,3,Transit,2016,03/05/2022
WASP-132 b,1,3,Transit,2016,24/01/2022
WASP-132 b,1,3,Transit,2016,29/01/2025
WASP-132 b,1,3,Transit,2016,01/12/2016
WASP-132 b,1,3,Transit,2016,16/09/2024
WASP-132 b,1,3,Transit,2016,23/05/2022
WASP-132 b,1,3,Transit,2016,04/03/2024
WASP-132 c,1,3,Transit,2022,29/01/2025
WASP-132 c,1,3,Transit,2022,08/08/2022
WASP-132 c,1,3,Transit,2022,23/05/2022
WASP-132 d,1,3,Radial Velocity,2024,29/01/2025
WASP-133 b,1,1,Transit,2016,06/11/2023
WASP-133 b,1,1,Transit,2016,04/03/2024
WASP-133 b,1,1,Transit,2016,24/01/2022
WASP-133 b,1,1,Transit,2016,05/05/2016
WASP-135 b,1,1,Transit,2015,28/03/2023
WASP-135 b,1,1,Transit,2015,04/03/2024
WASP-135 b,1,1,Transit,2015,18/10/2022
WASP-135 b,1,1,Transit,2015,03/12/2015
WASP-135 b,1,1,Transit,2015,24/01/2022
WASP-135 b,1,1,Transit,2015,03/05/2022
WASP-136 b,1,1,Transit,2016,10/12/2024
WASP-136 b,1,1,Transit,2016,01/12/2016
WASP-136 b,1,1,Transit,2016,18/10/2022
WASP-136 b,1,1,Transit,2016,04/03/2024
WASP-136 b,1,1,Transit,2016,03/05/2022
WASP-136 b,1,1,Transit,2016,20/11/2024
WASP-138 b,1,1,Transit,2016,03/05/2022
WASP-138 b,1,1,Transit,2016,04/03/2024
WASP-138 b,1,1,Transit,2016,01/12/2016
WASP-138 b,1,1,Transit,2016,08/08/2022
WASP-138 b,1,1,Transit,2016,18/10/2022
WASP-139 b,2,1,Transit,2016,04/03/2024
WASP-139 b,2,1,Transit,2016,18/10/2022
WASP-139 b,2,1,Transit,2016,01/12/2016
WASP-139 b,2,1,Transit,2016,16/09/2024
WASP-14 b,3,1,Transit,2008,24/01/2022
WASP-14 b,3,1,Transit,2008,03/09/2015
WASP-14 b,3,1,Transit,2008,15/10/2015
WASP-14 b,3,1,Transit,2008,26/04/2018
WASP-14 b,3,1,Transit,2008,18/10/2022
WASP-14 b,3,1,Transit,2008,14/01/2016
WASP-14 b,3,1,Transit,2008,14/05/2014
WASP-14 b,3,1,Transit,2008,09/08/2022
WASP-14 b,3,1,Transit,2008,18/08/2016
WASP-14 b,3,1,Transit,2008,04/03/2024
WASP-14 b,3,1,Transit,2008,29/10/2015
WASP-14 b,3,1,Transit,2008,21/03/2019
WASP-140 b,2,1,Transit,2016,24/01/2022
WASP-140 b,2,1,Transit,2016,18/10/2022
WASP-140 b,2,1,Transit,2016,04/03/2024
WASP-140 b,2,1,Transit,2016,09/08/2022
WASP-140 b,2,1,Transit,2016,01/12/2016
WASP-141 b,1,1,Transit,2016,01/12/2016
WASP-141 b,1,1,Transit,2016,03/05/2022
WASP-141 b,1,1,Transit,2016,08/08/2022
WASP-141 b,1,1,Transit,2016,18/10/2022
WASP-141 b,1,1,Transit,2016,04/03/2024
WASP-142 b,1,1,Transit,2016,08/08/2022
WASP-142 b,1,1,Transit,2016,04/03/2024
WASP-142 b,1,1,Transit,2016,03/05/2022
WASP-142 b,1,1,Transit,2016,18/10/2022
WASP-142 b,1,1,Transit,2016,01/12/2016
WASP-144 b,1,1,Transit,2018,08/08/2022
WASP-144 b,1,1,Transit,2018,18/10/2022
WASP-144 b,1,1,Transit,2018,04/03/2024
WASP-144 b,1,1,Transit,2018,26/10/2018
WASP-144 b,1,1,Transit,2018,03/05/2022
WASP-145 A b,2,1,Transit,2018,04/03/2024
WASP-145 A b,2,1,Transit,2018,09/08/2022
WASP-145 A b,2,1,Transit,2018,26/10/2018
WASP-145 A b,2,1,Transit,2018,18/10/2022
WASP-147 b,1,1,Transit,2018,04/03/2024
WASP-147 b,1,1,Transit,2018,01/11/2022
WASP-147 b,1,1,Transit,2018,18/10/2022
WASP-147 b,1,1,Transit,2018,01/11/2018
WASP-148 b,1,2,Transit,2020,03/10/2022
WASP-148 b,1,2,Transit,2020,09/07/2020
WASP-148 b,1,2,Transit,2020,18/10/2022
WASP-148 b,1,2,Transit,2020,28/03/2023
WASP-148 b,1,2,Transit,2020,01/08/2022
WASP-148 b,1,2,Transit,2020,20/11/2024
WASP-148 c,1,2,Radial Velocity,2020,03/10/2022
WASP-148 c,1,2,Radial Velocity,2020,01/08/2022
WASP-148 c,1,2,Radial Velocity,2020,09/07/2020
WASP-149 b,1,1,Transit,2025,21/04/2025
WASP-149 b,1,1,Transit,2025,11/04/2023
WASP-15 b,1,1,Transit,2009,21/03/2019
WASP-15 b,1,1,Transit,2009,18/10/2022
WASP-15 b,1,1,Transit,2009,08/09/2016
WASP-15 b,1,1,Transit,2009,03/05/2022
WASP-15 b,1,1,Transit,2009,08/09/2016
WASP-15 b,1,1,Transit,2009,26/04/2018
WASP-15 b,1,1,Transit,2009,15/10/2015
WASP-15 b,1,1,Transit,2009,24/01/2022
